time,open,high,low,close,tick_volume,spread,real_volume
2023-10-13 16:00:00+00:00,1922.981,1927.404,1922.392,1927.095,5439,200,0
2023-10-13 17:00:00+00:00,1927.127,1929.856,1926.804,1928.271,4927,200,0
2023-10-13 18:00:00+00:00,1928.316,1930.698,1927.621,1928.633,3580,200,0
2023-10-13 19:00:00+00:00,1928.629,1928.859,1927.733,1928.293,2785,200,0
2023-10-13 20:00:00+00:00,1928.323,1932.593,1928.092,1932.217,2148,200,0
2023-10-15 22:00:00+00:00,1927.521,1927.521,1921.177,1924.391,3594,200,0
2023-10-15 23:00:00+00:00,1924.394,1926.382,1921.59,1925.836,4076,200,0
2023-10-16 00:00:00+00:00,1925.842,1925.927,1921.412,1921.645,3424,200,0
2023-10-16 01:00:00+00:00,1921.657,1923.45,1920.344,1920.448,3674,200,0
2023-10-16 02:00:00+00:00,1920.439,1921.455,1918.394,1920.434,3030,200,0
2023-10-16 03:00:00+00:00,1920.43,1920.46,1918.029,1920.027,2692,200,0
2023-10-16 04:00:00+00:00,1920.025,1920.362,1919.131,1920.097,2074,200,0
2023-10-16 05:00:00+00:00,1920.123,1920.123,1914.248,1914.958,3033,200,0
2023-10-16 06:00:00+00:00,1914.99,1915.783,1909.204,1909.875,5562,200,0
2023-10-16 07:00:00+00:00,1909.891,1912.325,1908.144,1911.418,5735,200,0
2023-10-16 08:00:00+00:00,1911.394,1913.463,1909.943,1911.597,4606,200,0
2023-10-16 09:00:00+00:00,1911.59,1916.477,1911.192,1916.125,3911,200,0
2023-10-16 10:00:00+00:00,1916.094,1918.28,1914.445,1917.888,3647,200,0
2023-10-16 11:00:00+00:00,1917.913,1918.177,1914.733,1915.566,4256,200,0
2023-10-16 12:00:00+00:00,1915.598,1924.526,1914.578,1918.674,8675,200,0
2023-10-16 13:00:00+00:00,1918.698,1921.173,1914.38,1917.94,8304,200,0
2023-10-16 14:00:00+00:00,1917.913,1920.349,1916.19,1918.111,7753,200,0
2023-10-16 15:00:00+00:00,1918.142,1922.27,1917.924,1921.454,4993,200,0
2023-10-16 16:00:00+00:00,1921.487,1921.96,1920.289,1921.858,3612,200,0
2023-10-16 17:00:00+00:00,1921.862,1922.721,1918.508,1919.108,3553,200,0
2023-10-16 18:00:00+00:00,1919.107,1919.599,1918.663,1919.016,2472,200,0
2023-10-16 19:00:00+00:00,1919.016,1920.651,1917.826,1918.942,2610,200,0
2023-10-16 20:00:00+00:00,1918.987,1920.033,1918.967,1920.031,1269,200,0
2023-10-16 22:00:00+00:00,1919.956,1920.939,1918.768,1918.831,1755,200,0
2023-10-16 23:00:00+00:00,1918.83,1921.736,1918.79,1919.386,1732,200,0
2023-10-17 00:00:00+00:00,1919.382,1919.967,1914.369,1916.568,3032,200,0
2023-10-17 01:00:00+00:00,1916.556,1917.56,1913.286,1915.054,3289,200,0
2023-10-17 02:00:00+00:00,1915.054,1915.134,1912.343,1914.743,3208,200,0
2023-10-17 03:00:00+00:00,1914.731,1916.784,1914.308,1916.784,2702,200,0
2023-10-17 04:00:00+00:00,1916.81,1916.912,1914.483,1914.638,2102,200,0
2023-10-17 05:00:00+00:00,1914.639,1916.765,1914.198,1916.383,2837,200,0
2023-10-17 06:00:00+00:00,1916.388,1918.018,1915.625,1917.336,3539,200,0
2023-10-17 07:00:00+00:00,1917.319,1921.338,1917.116,1920.005,4555,200,0
2023-10-17 08:00:00+00:00,1919.972,1920.499,1918.594,1919.2,3879,200,0
2023-10-17 09:00:00+00:00,1919.22,1923.721,1918.818,1922.945,3632,200,0
2023-10-17 10:00:00+00:00,1922.977,1926.504,1922.542,1923.418,4856,200,0
2023-10-17 11:00:00+00:00,1923.436,1925.542,1922.142,1923.993,3681,200,0
2023-10-17 12:00:00+00:00,1924.013,1928.978,1918.978,1925.985,8632,200,0
2023-10-17 13:00:00+00:00,1925.948,1931.523,1920.852,1927.786,9630,200,0
2023-10-17 14:00:00+00:00,1927.826,1930.88,1922.68,1924.001,8765,200,0
2023-10-17 15:00:00+00:00,1924.011,1926.855,1923.067,1926.817,5373,200,0
2023-10-17 16:00:00+00:00,1926.785,1926.785,1923.015,1924.061,4420,200,0
2023-10-17 17:00:00+00:00,1924.059,1925.063,1919.639,1919.745,3955,200,0
2023-10-17 18:00:00+00:00,1919.733,1922.03,1919.109,1921.962,3502,200,0
2023-10-17 19:00:00+00:00,1921.982,1925.075,1921.816,1922.585,3230,200,0
2023-10-17 20:00:00+00:00,1922.638,1923.257,1922.143,1923.168,1626,200,0
2023-10-17 22:00:00+00:00,1923.77,1925.508,1923.233,1924.865,1193,200,0
2023-10-17 23:00:00+00:00,1924.899,1925.429,1924.058,1924.702,1500,200,0
2023-10-18 00:00:00+00:00,1924.7,1928.219,1923.74,1927.37,2981,200,0
2023-10-18 01:00:00+00:00,1927.372,1940.281,1926.866,1939.024,5604,200,0
2023-10-18 02:00:00+00:00,1939.055,1942.722,1935.764,1937.257,4791,200,0
2023-10-18 03:00:00+00:00,1937.251,1938.087,1935.17,1937.437,3114,200,0
2023-10-18 04:00:00+00:00,1937.432,1938.552,1936.709,1938.044,2443,200,0
2023-10-18 05:00:00+00:00,1938.036,1939.652,1936.418,1937.059,3205,200,0
2023-10-18 06:00:00+00:00,1937.03,1938.656,1935.075,1936.019,4245,200,0
2023-10-18 07:00:00+00:00,1936.05,1940.113,1935.581,1939.553,4541,200,0
2023-10-18 08:00:00+00:00,1939.522,1939.718,1937.254,1938.326,4029,200,0
2023-10-18 09:00:00+00:00,1938.326,1946.069,1938.239,1944.261,4457,200,0
2023-10-18 10:00:00+00:00,1944.268,1945.286,1942.571,1945.171,3798,200,0
2023-10-18 11:00:00+00:00,1945.203,1947.448,1944.166,1946.101,3915,200,0
2023-10-18 12:00:00+00:00,1946.07,1950.054,1944.804,1948.761,7194,200,0
2023-10-18 13:00:00+00:00,1948.798,1962.597,1947.166,1956.961,9692,200,0
2023-10-18 14:00:00+00:00,1957.016,1958.684,1943.387,1946.929,11149,200,0
2023-10-18 15:00:00+00:00,1946.895,1947.396,1938.016,1945.174,8113,200,0
2023-10-18 16:00:00+00:00,1945.204,1950.446,1944.582,1949.758,4920,200,0
2023-10-18 17:00:00+00:00,1949.789,1956.514,1949.444,1953.939,5439,200,0
2023-10-18 18:00:00+00:00,1953.942,1954.12,1948.749,1950.533,3966,200,0
2023-10-18 19:00:00+00:00,1950.542,1951.618,1948.498,1950.333,3381,200,0
2023-10-18 20:00:00+00:00,1950.331,1950.585,1946.986,1947.424,2318,200,0
2023-10-18 22:00:00+00:00,1947.634,1950.958,1947.262,1949.673,1827,200,0
2023-10-18 23:00:00+00:00,1949.662,1951.627,1949.662,1950.877,1871,200,0
2023-10-19 00:00:00+00:00,1950.818,1953.253,1948.653,1950.134,3265,200,0
2023-10-19 01:00:00+00:00,1950.14,1951.589,1946.248,1948.268,3818,200,0
2023-10-19 02:00:00+00:00,1948.267,1950.011,1947.667,1949.526,3078,200,0
2023-10-19 03:00:00+00:00,1949.526,1950.637,1945.172,1946.253,3026,200,0
2023-10-19 04:00:00+00:00,1946.256,1948.857,1945.254,1948.14,2687,200,0
2023-10-19 05:00:00+00:00,1948.145,1949.237,1945.855,1946.833,3272,200,0
2023-10-19 06:00:00+00:00,1946.864,1948.5,1945.521,1947.945,4141,200,0
2023-10-19 07:00:00+00:00,1947.923,1952.757,1947.585,1949.455,5293,200,0
2023-10-19 08:00:00+00:00,1949.427,1954.466,1947.929,1949.701,5066,200,0
2023-10-19 09:00:00+00:00,1949.685,1950.707,1947.842,1950.636,3886,200,0
2023-10-19 10:00:00+00:00,1950.624,1951.33,1948.972,1950.929,3166,200,0
2023-10-19 11:00:00+00:00,1950.921,1952.257,1949.57,1952.056,3444,200,0
2023-10-19 12:00:00+00:00,1952.087,1957.128,1950.429,1954.812,7360,200,0
2023-10-19 13:00:00+00:00,1954.78,1956.37,1949.981,1954.358,7887,200,0
2023-10-19 14:00:00+00:00,1954.393,1955.069,1949.691,1950.317,7179,200,0
2023-10-19 15:00:00+00:00,1950.304,1959.922,1949.993,1956.098,6287,200,0
2023-10-19 16:00:00+00:00,1956.136,1962.013,1952.047,1961.907,11244,200,0
2023-10-19 17:00:00+00:00,1961.937,1972.74,1960.759,1972.619,9344,200,0
2023-10-19 18:00:00+00:00,1972.566,1975.04,1970.623,1973.032,5977,200,0
2023-10-19 19:00:00+00:00,1973.018,1977.651,1973.018,1974.263,5223,200,0
2023-10-19 20:00:00+00:00,1974.294,1975.228,1972.87,1973.974,2459,200,0
2023-10-19 22:00:00+00:00,1973.419,1976.529,1972.439,1972.439,2692,200,0
2023-10-19 23:00:00+00:00,1972.394,1982.381,1972.394,1977.119,4775,200,0
2023-10-20 00:00:00+00:00,1977.183,1977.58,1974.018,1974.959,4760,200,0
2023-10-20 01:00:00+00:00,1974.949,1977.988,1971.975,1977.781,5603,200,0
2023-10-20 02:00:00+00:00,1977.774,1981.864,1976.558,1979.396,4432,200,0
2023-10-20 03:00:00+00:00,1979.366,1980.409,1977.09,1977.766,3086,200,0
2023-10-20 04:00:00+00:00,1977.764,1978.189,1976.563,1977.214,2517,200,0
2023-10-20 05:00:00+00:00,1977.248,1979.931,1975.885,1977.589,3635,200,0
2023-10-20 06:00:00+00:00,1977.595,1980.089,1974.083,1979.286,4863,200,0
2023-10-20 07:00:00+00:00,1979.326,1982.103,1978.099,1980.08,5122,200,0
2023-10-20 08:00:00+00:00,1980.102,1985.177,1979.947,1983.66,4772,200,0
2023-10-20 09:00:00+00:00,1983.673,1985.308,1980.273,1982.529,4264,200,0
2023-10-20 10:00:00+00:00,1982.528,1984.293,1982.243,1983.269,3429,200,0
2023-10-20 11:00:00+00:00,1983.271,1985.846,1976.371,1977.264,4841,200,0
2023-10-20 12:00:00+00:00,1977.294,1980.125,1973.211,1978.253,6944,200,0
2023-10-20 13:00:00+00:00,1978.293,1987.981,1976.504,1987.096,9024,200,0
2023-10-20 14:00:00+00:00,1987.064,1991.23,1984.147,1990.865,10013,200,0
2023-10-20 15:00:00+00:00,1990.896,1997.142,1989.792,1991.599,6808,200,0
2023-10-20 16:00:00+00:00,1991.582,1992.388,1981.11,1982.562,6565,200,0
2023-10-20 17:00:00+00:00,1982.561,1986.644,1974.302,1982.459,9293,200,0
2023-10-20 18:00:00+00:00,1982.458,1982.698,1975.997,1980.257,5324,200,0
2023-10-20 19:00:00+00:00,1980.25,1982.047,1978.858,1979.617,3813,200,0
2023-10-20 20:00:00+00:00,1979.587,1981.313,1978.921,1980.774,2136,200,0
2023-10-22 22:00:00+00:00,1972.732,1978.541,1972.732,1976.279,3323,200,0
2023-10-22 23:00:00+00:00,1976.287,1978.144,1970.037,1971.554,2963,200,0
2023-10-23 00:00:00+00:00,1971.516,1973.237,1964.273,1966.257,4577,200,0
2023-10-23 01:00:00+00:00,1966.3,1968.283,1964.401,1966.656,5639,200,0
2023-10-23 02:00:00+00:00,1966.658,1974.327,1966.523,1972.689,4480,200,0
2023-10-23 03:00:00+00:00,1972.656,1974.76,1971.666,1973.655,3651,200,0
2023-10-23 04:00:00+00:00,1973.642,1974.711,1972.689,1973.694,3033,200,0
2023-10-23 05:00:00+00:00,1973.684,1976.708,1972.679,1975.671,3745,200,0
2023-10-23 06:00:00+00:00,1975.686,1977.554,1975.111,1975.671,4080,200,0
2023-10-23 07:00:00+00:00,1975.639,1979.729,1974.422,1979.385,5005,200,0
2023-10-23 08:00:00+00:00,1979.346,1981.966,1979.024,1981.41,4404,200,0
2023-10-23 09:00:00+00:00,1981.424,1982.768,1976.879,1977.632,4245,200,0
2023-10-23 10:00:00+00:00,1977.635,1978.466,1975.267,1977.442,3944,200,0
2023-10-23 11:00:00+00:00,1977.445,1979.849,1975.926,1979.273,4354,200,0
2023-10-23 12:00:00+00:00,1979.294,1981.921,1975.965,1977.508,6576,200,0
2023-10-23 13:00:00+00:00,1977.513,1979.969,1970.111,1974.793,9019,200,0
2023-10-23 14:00:00+00:00,1974.748,1978.551,1972.396,1976.219,8008,200,0
2023-10-23 15:00:00+00:00,1976.161,1978.827,1973.531,1975.293,5921,200,0
2023-10-23 16:00:00+00:00,1975.274,1979.339,1973.645,1974.483,4877,200,0
2023-10-23 17:00:00+00:00,1974.445,1977.65,1972.284,1976.176,5463,200,0
2023-10-23 18:00:00+00:00,1976.192,1978.064,1975.673,1977.473,3347,200,0
2023-10-23 19:00:00+00:00,1977.503,1977.723,1971.106,1973.135,3780,200,0
2023-10-23 20:00:00+00:00,1973.103,1973.452,1971.496,1972.75,1898,200,0
2023-10-23 22:00:00+00:00,1973.66,1973.772,1972.941,1973.038,1142,200,0
2023-10-23 23:00:00+00:00,1973.013,1973.812,1971.379,1973.522,1576,200,0
2023-10-24 00:00:00+00:00,1973.52,1975.916,1972.379,1973.783,2866,200,0
2023-10-24 01:00:00+00:00,1973.786,1978.718,1973.786,1976.576,4174,200,0
2023-10-24 02:00:00+00:00,1976.565,1980.825,1975.705,1977.652,4288,200,0
2023-10-24 03:00:00+00:00,1977.638,1978.156,1975.293,1976.839,3251,200,0
2023-10-24 04:00:00+00:00,1976.808,1977.333,1975.293,1976.147,2510,200,0
2023-10-24 05:00:00+00:00,1976.182,1976.609,1974.419,1976.422,2970,200,0
2023-10-24 06:00:00+00:00,1976.415,1978.043,1975.63,1977.636,4196,200,0
2023-10-24 07:00:00+00:00,1977.67,1979.113,1974.849,1975.335,4943,200,0
2023-10-24 08:00:00+00:00,1975.329,1975.927,1969.905,1972.249,4762,200,0
2023-10-24 09:00:00+00:00,1972.21,1972.49,1964.866,1966.531,5272,200,0
2023-10-24 10:00:00+00:00,1966.559,1967.384,1960.898,1961.835,4599,200,0
2023-10-24 11:00:00+00:00,1961.865,1964.209,1953.409,1963.753,6459,200,0
2023-10-24 12:00:00+00:00,1963.723,1966.811,1960.673,1964.83,7106,200,0
2023-10-24 13:00:00+00:00,1964.852,1966.166,1958.954,1964.513,10346,200,0
2023-10-24 14:00:00+00:00,1964.529,1965.763,1961.725,1963.806,7767,200,0
2023-10-24 15:00:00+00:00,1963.755,1970.035,1961.223,1969.719,5903,200,0
2023-10-24 16:00:00+00:00,1969.68,1975.954,1968.834,1974.263,5174,200,0
2023-10-24 17:00:00+00:00,1974.251,1977.54,1973.6,1975.874,4252,200,0
2023-10-24 18:00:00+00:00,1975.881,1976.202,1971.816,1973.67,3268,200,0
2023-10-24 19:00:00+00:00,1973.639,1973.947,1971.056,1972.667,3148,200,0
2023-10-24 20:00:00+00:00,1972.63,1973.146,1970.876,1971.022,1781,200,0
2023-10-24 22:00:00+00:00,1970.841,1971.007,1969.948,1970.451,1127,200,0
2023-10-24 23:00:00+00:00,1970.471,1973.412,1970.331,1972.844,1557,200,0
2023-10-25 00:00:00+00:00,1972.848,1975.263,1971.938,1974.374,3184,200,0
2023-10-25 01:00:00+00:00,1974.39,1976.973,1972.703,1975.925,4118,200,0
2023-10-25 02:00:00+00:00,1975.935,1976.832,1971.327,1972.661,3668,200,0
2023-10-25 03:00:00+00:00,1972.674,1973.293,1970.821,1973.279,2961,200,0
2023-10-25 04:00:00+00:00,1973.204,1974.5,1971.865,1972.402,2719,200,0
2023-10-25 05:00:00+00:00,1972.389,1973.416,1970.729,1972.83,3078,200,0
2023-10-25 06:00:00+00:00,1972.851,1975.952,1971.252,1971.359,4047,200,0
2023-10-25 07:00:00+00:00,1971.355,1973.234,1968.258,1971.123,4487,200,0
2023-10-25 08:00:00+00:00,1971.119,1974.899,1970.579,1971.393,4275,200,0
2023-10-25 09:00:00+00:00,1971.422,1971.969,1969.416,1969.511,3816,200,0
2023-10-25 10:00:00+00:00,1969.515,1973.959,1969.446,1973.027,3659,200,0
2023-10-25 11:00:00+00:00,1972.988,1976.43,1972.413,1974.654,3974,200,0
2023-10-25 12:00:00+00:00,1974.695,1976.856,1972.363,1975.074,5750,200,0
2023-10-25 13:00:00+00:00,1975.109,1987.235,1974.79,1985.112,8836,200,0
2023-10-25 14:00:00+00:00,1985.061,1985.868,1974.765,1977.083,8884,200,0
2023-10-25 15:00:00+00:00,1977.012,1984.648,1963.001,1981.184,13249,200,0
2023-10-25 16:00:00+00:00,1981.191,1983.632,1977.502,1978.121,5218,200,0
2023-10-25 17:00:00+00:00,1978.116,1985.688,1976.511,1983.104,6883,200,0
2023-10-25 18:00:00+00:00,1983.108,1984.347,1980.736,1981.502,3657,200,0
2023-10-25 19:00:00+00:00,1981.521,1982.614,1980.33,1980.747,3109,200,0
2023-10-25 20:00:00+00:00,1980.717,1980.784,1977.698,1979.898,2454,200,0
2023-10-25 22:00:00+00:00,1980.143,1984.085,1980.063,1982.058,3151,200,0
2023-10-25 23:00:00+00:00,1982.055,1983.795,1981.433,1982.92,3519,200,0
2023-10-26 00:00:00+00:00,1982.941,1984.738,1982.407,1983.385,3077,200,0
2023-10-26 01:00:00+00:00,1983.415,1986.628,1983.217,1985.008,3957,200,0
2023-10-26 02:00:00+00:00,1985.003,1986.882,1984.493,1984.81,2814,200,0
2023-10-26 03:00:00+00:00,1984.811,1987.375,1983.4,1987.131,2973,200,0
2023-10-26 04:00:00+00:00,1987.128,1989.371,1987.087,1988.426,2497,200,0
2023-10-26 05:00:00+00:00,1988.42,1989.588,1984.781,1985.802,3690,200,0
2023-10-26 06:00:00+00:00,1985.795,1988.2,1983.936,1984.976,4820,200,0
2023-10-26 07:00:00+00:00,1984.944,1990.035,1984.301,1990.017,4978,200,0
2023-10-26 08:00:00+00:00,1990.033,1993.424,1988.613,1992.077,3948,200,0
2023-10-26 09:00:00+00:00,1992.095,1992.132,1989.297,1990.609,3687,200,0
2023-10-26 10:00:00+00:00,1990.613,1991.155,1985.969,1986.575,3527,200,0
2023-10-26 11:00:00+00:00,1986.566,1987.572,1982.417,1984.606,4088,200,0
2023-10-26 12:00:00+00:00,1984.625,1986.654,1974.735,1979.436,9854,200,0
2023-10-26 13:00:00+00:00,1979.453,1981.768,1974.56,1978.902,10367,200,0
2023-10-26 14:00:00+00:00,1978.871,1980.411,1971.77,1979.671,8306,200,0
2023-10-26 15:00:00+00:00,1979.627,1981.262,1976.368,1980.204,5875,200,0
2023-10-26 16:00:00+00:00,1980.201,1985.778,1979.671,1984.133,5318,200,0
2023-10-26 17:00:00+00:00,1984.139,1989.253,1984.04,1986.9,5477,200,0
2023-10-26 18:00:00+00:00,1986.873,1987.086,1984.762,1985.928,3445,200,0
2023-10-26 19:00:00+00:00,1985.909,1986.81,1982.3,1984.328,3388,200,0
2023-10-26 20:00:00+00:00,1984.296,1985.512,1983.838,1984.864,1798,200,0
2023-10-26 22:00:00+00:00,1984.654,1985.57,1983.857,1985.241,1145,200,0
2023-10-26 23:00:00+00:00,1985.245,1986.735,1983.359,1984.345,2715,200,0
2023-10-27 00:00:00+00:00,1984.343,1984.851,1982.843,1983.489,2844,200,0
2023-10-27 01:00:00+00:00,1983.487,1986.834,1983.163,1985.474,4087,200,0
2023-10-27 02:00:00+00:00,1985.501,1988.823,1985.501,1986.689,3487,200,0
2023-10-27 03:00:00+00:00,1986.694,1988.278,1986.394,1987.86,2361,200,0
2023-10-27 04:00:00+00:00,1987.852,1989.925,1987.852,1989.439,2617,200,0
2023-10-27 05:00:00+00:00,1989.439,1989.556,1986.392,1988.864,3384,200,0
2023-10-27 06:00:00+00:00,1988.899,1989.667,1986.167,1987.477,4198,200,0
2023-10-27 07:00:00+00:00,1987.505,1988.983,1985.789,1987.331,3997,200,0
2023-10-27 08:00:00+00:00,1987.331,1987.409,1985.444,1986.854,3380,200,0
2023-10-27 09:00:00+00:00,1986.887,1987.893,1985.229,1985.876,3125,200,0
2023-10-27 10:00:00+00:00,1985.875,1986.184,1980.583,1980.583,3399,200,0
2023-10-27 11:00:00+00:00,1980.506,1982.949,1979.912,1981.823,3942,200,0
2023-10-27 12:00:00+00:00,1981.771,1986.119,1976.996,1980.35,9099,200,0
2023-10-27 13:00:00+00:00,1980.318,1985.001,1976.838,1982.94,10139,200,0
2023-10-27 14:00:00+00:00,1982.987,1985.643,1980.866,1982.085,7664,200,0
2023-10-27 15:00:00+00:00,1982.114,1983.434,1978.543,1979.897,5276,200,0
2023-10-27 16:00:00+00:00,1979.867,1983.739,1979.128,1983.595,3860,200,0
2023-10-27 17:00:00+00:00,1983.599,1996.966,1983.008,1996.673,6413,200,0
2023-10-27 18:00:00+00:00,1996.678,2008.592,1995.794,2005.359,8447,200,0
2023-10-27 19:00:00+00:00,2005.376,2009.356,2004.773,2006.944,5493,200,0
2023-10-27 20:00:00+00:00,2006.976,2007.13,2004.333,2006.083,3163,200,0
2023-10-29 22:00:00+00:00,2002.989,2004.741,1996.833,2001.299,6026,200,0
2023-10-29 23:00:00+00:00,2001.286,2003.632,2000.514,2002.621,3357,200,0
2023-10-30 00:00:00+00:00,2002.649,2006.767,2002.237,2004.617,3844,200,0
2023-10-30 01:00:00+00:00,2004.656,2005.733,2002.471,2004.602,3980,200,0
2023-10-30 02:00:00+00:00,2004.571,2004.69,2001.894,2002.875,3258,200,0
2023-10-30 03:00:00+00:00,2002.873,2003.482,2001.48,2002.092,2812,200,0
2023-10-30 04:00:00+00:00,2002.11,2002.649,2000.147,2001.487,2361,200,0
2023-10-30 05:00:00+00:00,2001.477,2002.565,1999.532,1999.666,2797,200,0
2023-10-30 06:00:00+00:00,1999.65,2000.756,1995.027,1995.571,3874,200,0
2023-10-30 07:00:00+00:00,1995.54,1997.699,1993.393,1993.643,4857,200,0
2023-10-30 08:00:00+00:00,1993.677,1994.866,1990.941,1993.727,4679,200,0
2023-10-30 09:00:00+00:00,1993.758,1997.027,1991.589,1996.504,4674,200,0
2023-10-30 10:00:00+00:00,1996.523,1997.311,1994.07,1994.419,4015,200,0
2023-10-30 11:00:00+00:00,1994.411,1995.749,1992.614,1995.712,4104,200,0
2023-10-30 12:00:00+00:00,1995.718,1999.972,1993.739,1997.914,6591,200,0
2023-10-30 13:00:00+00:00,1997.883,2002.446,1995.921,1998.429,8510,200,0
2023-10-30 14:00:00+00:00,1998.424,2002.422,1991.975,1997.074,9886,200,0
2023-10-30 15:00:00+00:00,1997.042,2000.339,1996.234,1999.059,5558,200,0
2023-10-30 16:00:00+00:00,1999.095,2000.615,1997.649,1998.947,4185,200,0
2023-10-30 17:00:00+00:00,1998.989,1999.728,1994.655,1997.953,4169,200,0
2023-10-30 18:00:00+00:00,1997.946,1999.837,1997.286,1997.848,3096,200,0
2023-10-30 19:00:00+00:00,1997.836,1998.662,1994.665,1995.902,3189,200,0
2023-10-30 20:00:00+00:00,1995.872,1996.66,1995.161,1996.16,1596,200,0
2023-10-30 22:00:00+00:00,1995.848,1996.323,1994.856,1995.079,1161,200,0
2023-10-30 23:00:00+00:00,1995.083,1996.146,1993.929,1995.513,2189,200,0
2023-10-31 00:00:00+00:00,1995.531,1996.246,1994.311,1995.594,2832,200,0
2023-10-31 01:00:00+00:00,1995.595,1997.241,1994.704,1996.28,3556,200,0
2023-10-31 02:00:00+00:00,1996.291,1997.044,1994.356,1994.512,2573,200,0
2023-10-31 03:00:00+00:00,1994.508,1995.02,1991.695,1992.16,4686,200,0
2023-10-31 04:00:00+00:00,1992.157,1993.099,1990.54,1992.714,2875,200,0
2023-10-31 05:00:00+00:00,1992.744,1995.091,1992.6,1993.049,3211,200,0
2023-10-31 06:00:00+00:00,1993.049,1995.147,1992.388,1994.831,3053,200,0
2023-10-31 07:00:00+00:00,1994.837,1997.604,1994.664,1996.247,3585,200,0
2023-10-31 08:00:00+00:00,1996.246,1999.153,1995.088,1997.0,4044,200,0
2023-10-31 09:00:00+00:00,1996.993,1998.421,1996.153,1997.47,4093,200,0
2023-10-31 10:00:00+00:00,1997.463,1999.992,1996.418,1999.992,3617,200,0
2023-10-31 11:00:00+00:00,1999.947,2000.336,1997.596,1999.844,3420,200,0
2023-10-31 12:00:00+00:00,1999.811,2001.488,1994.801,1995.635,6834,200,0
2023-10-31 13:00:00+00:00,1995.63,2003.994,1994.53,2002.464,7626,200,0
2023-10-31 14:00:00+00:00,2002.461,2007.849,1998.816,1999.122,9221,200,0
2023-10-31 15:00:00+00:00,1999.121,1999.323,1992.43,1994.277,8107,200,0
2023-10-31 16:00:00+00:00,1994.204,1994.726,1986.568,1990.765,6863,200,0
2023-10-31 17:00:00+00:00,1990.761,1991.23,1983.226,1984.151,6238,200,0
2023-10-31 18:00:00+00:00,1984.12,1985.019,1978.806,1984.479,5123,200,0
2023-10-31 19:00:00+00:00,1984.48,1986.728,1984.139,1984.826,4005,200,0
2023-10-31 20:00:00+00:00,1984.789,1985.162,1983.264,1983.973,1978,200,0
2023-10-31 22:00:00+00:00,1983.64,1986.118,1983.598,1984.678,2206,200,0
2023-10-31 23:00:00+00:00,1984.718,1985.241,1983.096,1983.667,2170,200,0
2023-11-01 00:00:00+00:00,1983.67,1983.947,1978.738,1979.921,3464,200,0
2023-11-01 01:00:00+00:00,1979.954,1981.374,1977.941,1979.487,3680,200,0
2023-11-01 02:00:00+00:00,1979.487,1980.843,1978.196,1978.324,3209,200,0
2023-11-01 03:00:00+00:00,1978.31,1978.986,1976.836,1977.08,2714,200,0
2023-11-01 04:00:00+00:00,1977.079,1978.349,1975.232,1977.651,3098,200,0
2023-11-01 05:00:00+00:00,1977.655,1979.415,1976.318,1979.061,2900,200,0
2023-11-01 06:00:00+00:00,1979.039,1980.967,1979.039,1980.223,3173,200,0
2023-11-01 07:00:00+00:00,1980.18,1980.538,1976.48,1977.103,3699,200,0
2023-11-01 08:00:00+00:00,1977.097,1982.912,1977.085,1982.38,4105,200,0
2023-11-01 09:00:00+00:00,1982.401,1983.666,1980.431,1982.589,3547,200,0
2023-11-01 10:00:00+00:00,1982.621,1984.028,1981.982,1983.108,3376,200,0
2023-11-01 11:00:00+00:00,1983.121,1985.128,1982.335,1983.418,3386,200,0
2023-11-01 12:00:00+00:00,1983.415,1988.502,1983.201,1986.486,7360,200,0
2023-11-01 13:00:00+00:00,1986.451,1987.159,1981.041,1985.697,6912,200,0
2023-11-01 14:00:00+00:00,1985.713,1992.618,1985.713,1986.488,9923,200,0
2023-11-01 15:00:00+00:00,1986.524,1987.131,1978.341,1979.238,5977,200,0
2023-11-01 16:00:00+00:00,1979.206,1980.42,1974.568,1977.75,4812,200,0
2023-11-01 17:00:00+00:00,1977.756,1979.855,1977.316,1977.96,3828,200,0
2023-11-01 18:00:00+00:00,1977.938,1982.105,1969.823,1974.903,12828,200,0
2023-11-01 19:00:00+00:00,1974.865,1982.258,1974.773,1978.596,7513,200,0
2023-11-01 20:00:00+00:00,1978.563,1982.779,1977.115,1982.165,2565,200,0
2023-11-01 22:00:00+00:00,1983.335,1984.052,1981.262,1983.748,2050,200,0
2023-11-01 23:00:00+00:00,1983.718,1985.633,1983.469,1985.01,3030,200,0
2023-11-02 00:00:00+00:00,1984.989,1986.073,1983.876,1984.6,3250,200,0
2023-11-02 01:00:00+00:00,1984.615,1988.122,1984.227,1986.265,3872,200,0
2023-11-02 02:00:00+00:00,1986.256,1986.499,1983.38,1983.783,3092,200,0
2023-11-02 03:00:00+00:00,1983.751,1985.503,1983.313,1985.374,2534,200,0
2023-11-02 04:00:00+00:00,1985.402,1986.523,1984.239,1986.003,2972,200,0
2023-11-02 05:00:00+00:00,1985.997,1986.62,1984.209,1985.301,3044,200,0
2023-11-02 06:00:00+00:00,1985.278,1986.058,1984.357,1985.701,3025,200,0
2023-11-02 07:00:00+00:00,1985.691,1986.389,1983.615,1985.408,3384,200,0
2023-11-02 08:00:00+00:00,1985.377,1988.408,1984.507,1986.82,3646,200,0
2023-11-02 09:00:00+00:00,1986.814,1989.571,1986.641,1988.19,3376,200,0
2023-11-02 10:00:00+00:00,1988.194,1989.367,1985.791,1988.811,3648,200,0
